Restriction list
Note: Group entries are split in different rows.
Export date: 26-Mar-2025 20:14:16
Last updated 12-Nov-2024. Database contains 74 unique substances/entries.

"Substance Identifier"	""	
"Entry no."	""	



"Substance name"	"Description"	"EC No."	"CAS No."	"Entry no."	"Conditions"	"Appendices"	"Standards"	"History"	"Q&As"	"Remarks"	"First published"	
"Methylenediphenyl diisocyanate (MDI) including the following specific isomers (See group members):"	""	"-"	"-"	"56"	"https://echa.europa.eu/documents/10162/a3af0497-4775-1a05-7037-80d653a39272"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:60083,6062&cs=172DF0C3749F218A646C295CFBDCAFD28"">EN 14387:2021</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/677"">entry 677</a>"	""	"15-Jan-2016"	
"2,4’-Methylenediphenyl diisocyanate"	""	"227-534-9"	"5873-54-1"	"56"	"https://echa.europa.eu/documents/10162/a3af0497-4775-1a05-7037-80d653a39272"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:60083,6062&cs=172DF0C3749F218A646C295CFBDCAFD28"">EN 14387:2021</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/677"">entry 677</a>"	""	"15-Jan-2016"	
"2,2’-Methylenediphenyl diisocyanate"	""	"219-799-4"	"2536-05-2"	"56"	"https://echa.europa.eu/documents/10162/a3af0497-4775-1a05-7037-80d653a39272"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:60083,6062&cs=172DF0C3749F218A646C295CFBDCAFD28"">EN 14387:2021</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/677"">entry 677</a>"	""	"15-Jan-2016"	
"4,4’-Methylenediphenyl diisocyanate"	""	"202-966-0"	"101-68-8"	"56"	"https://echa.europa.eu/documents/10162/a3af0497-4775-1a05-7037-80d653a39272"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:60083,6062&cs=172DF0C3749F218A646C295CFBDCAFD28"">EN 14387:2021</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/677"">entry 677</a>"	""	"15-Jan-2016"	
"Methylenediphenyl diisocyanate (MDI)"	""	"247-714-0"	"26447-40-5"	"56"	"https://echa.europa.eu/documents/10162/a3af0497-4775-1a05-7037-80d653a39272"	""	"<a href=""https://standards.cencenelec.eu/dyn/www/f?p=CEN:110:0::::FSP_PROJECT,FSP_ORG_ID:60083,6062&cs=172DF0C3749F218A646C295CFBDCAFD28"">EN 14387:2021</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2013.043.01.0024.01.ENG&toc=OJ:L:2013:043:TOC"">R 126/2013</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/677"">entry 677</a>"	""	"15-Jan-2016"	
"Cyclohexane"	""	"203-806-2"	"110-82-7"	"57"	"https://echa.europa.eu/documents/10162/ca2ec609-0177-402a-911f-6ac524275d6e"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>"	""	""	"13-Jan-2016"	
"Ammonium nitrate (AN)"	""	"229-347-8"	"6484-52-2"	"58"	"https://echa.europa.eu/documents/10162/408d3eb2-6422-7455-a359-7981864b7948"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2008.348.01.0108.01.ENG&toc=OJ:L:2008:348:TOC"">D 1348/2008/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.164.01.0007.01.ENG&toc=OJ:L:2009:164:TOC"">R 552/2009</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32019R1148&qid=1611240953841"">R 2019/1148</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/678"">entry 678</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/679"">entry 679</a>""<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/680"">entry 680</a>"	""	"13-Jan-2016"	
"Dichloromethane"	""	"200-838-9"	"75-09-2"	"59"	"https://echa.europa.eu/documents/10162/0ea58491-bb76-4a47-b1d2-36faa1e0f290"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2009.137.01.0003.01.ENG&toc=OJ:L:2009:137:TOC"">D 455/2009/EC</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2010.086.01.0007.01.ENG&toc=OJ:L:2010:086:TOC"">R 276/2010</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1133"">entry 1133</a>"	""	"13-Jan-2016"	
"Acrylamide"	""	"201-173-7"	"79-06-1"	"60"	"https://echa.europa.eu/documents/10162/701f6c15-98ec-4611-ac63-35fcca2e4047"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2011.101.01.0012.01.ENG&toc=OJ:L:2011:101:TOC"">R 366/2011</a>"	""	""	"13-Jan-2016"	
"Dimethyl fumarate (DMFu)"	""	"210-849-0"	"624-49-7"	"61"	"https://echa.europa.eu/documents/10162/f9d87b89-5870-483f-bd8a-a5cfe18095cd"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.128.01.0001.01.ENG&toc=OJ:L:2012:128:TOC"">R 412/2012</a>"	""	""	"13-Jan-2016"	
"Entry 62"	""	"-"	"-"	"62"	"https://echa.europa.eu/documents/10162/492c2db0-7db6-4d76-8347-fca1b22c0c7d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.253.01.0005.01.ENG&toc=OJ:L:2012:253:TOC"">R 848/2012</a>"	""	""	"13-Jan-2016"	
"Phenylmercury 2-ethylhexanoate"	""	"236-326-7"	"13302-00-6"	"62"	"https://echa.europa.eu/documents/10162/492c2db0-7db6-4d76-8347-fca1b22c0c7d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.253.01.0005.01.ENG&toc=OJ:L:2012:253:TOC"">R 848/2012</a>"	""	""	"13-Jan-2016"	
"Phenylmercury propionate"	""	"203-094-3"	"103-27-5"	"62"	"https://echa.europa.eu/documents/10162/492c2db0-7db6-4d76-8347-fca1b22c0c7d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.253.01.0005.01.ENG&toc=OJ:L:2012:253:TOC"">R 848/2012</a>"	""	""	"13-Jan-2016"	
"Phenylmercury neodecanoate"	""	"247-783-7"	"26545-49-3"	"62"	"https://echa.europa.eu/documents/10162/492c2db0-7db6-4d76-8347-fca1b22c0c7d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.253.01.0005.01.ENG&toc=OJ:L:2012:253:TOC"">R 848/2012</a>"	""	""	"13-Jan-2016"	
"Phenylmercury octanoate"	""	"-"	"13864-38-5"	"62"	"https://echa.europa.eu/documents/10162/492c2db0-7db6-4d76-8347-fca1b22c0c7d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.253.01.0005.01.ENG&toc=OJ:L:2012:253:TOC"">R 848/2012</a>"	""	""	"13-Jan-2016"	
"Phenylmercury acetate"	""	"200-532-5"	"62-38-4"	"62"	"https://echa.europa.eu/documents/10162/492c2db0-7db6-4d76-8347-fca1b22c0c7d"	""	""	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.253.01.0005.01.ENG&toc=OJ:L:2012:253:TOC"">R 848/2012</a>"	""	""	"13-Jan-2016"	
"Lead and its compounds"	""	"-"	"-"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead compounds"	""	"-"	"-"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead"	""	"231-100-4"	"7439-92-1"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead bis(p-octylphenolate)"	""	"282-756-3"	"84394-98-9"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Fatty acids, C8-18 and C18-unsatd., lead salts"	""	"283-962-6"	"84776-36-3"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Fatty acids, C8-12, lead salts"	""	"283-980-4"	"84776-53-4"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Fatty acids, C18-24, lead salts"	""	"283-982-5"	"84776-54-5"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"[μ-(4,6-dinitroresorcinolato(2-)-O1,O3)]dihydroxydilead"	""	"284-297-4"	"84837-22-9"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead(II) isodecanoate"	""	"284-345-4"	"84852-34-6"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead, isononanoate isooctanoate complexes, basic"	""	"284-573-4"	"84929-94-2"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead, isooctanoate neodecanoate complexes, basic"	""	"284-575-5"	"84929-95-3"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead, naphthenate neodecanoate complexes, basic"	""	"284-576-0"	"84929-96-4"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
"Lead, isononanoate naphthenate complexes"	""	"284-577-6"	"84929-97-5"	"63"	"https://echa.europa.eu/documents/10162/64e0e958-99c2-e75e-4fa8-d2b71b18f0b4"	""	"<a href=""https://standards.cen.eu/dyn/www/f?p=204:110:0::::FSP_PROJECT,FSP_ORG_ID:61592,6229&cs=1C8C4C2CFD96C6D94449C448C73B68528"">EN 16711-3:2019</a>"	"<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2012.252.01.0004.01.ENG&toc=OJ:L:2012:252:TOC"">R 836/2012</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.104.01.0002.01.ENG&toc=OJ:L:2015:104:TOC"">R 628/2015</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.024.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A024%3ATOC"">R 2021/57</a>""<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32023R0923&qid=1629107278018"">R 2023/923</a>"	"<a href=""https://echa.europa.eu/support/qas-support/browse/-/qa/70Qx/view/ids/1190"">entry 1190</a>"	"Guideline available, see Q&amp;A entry 1190"	"13-Jan-2016"	
